"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1930","상품평 확인","","2026-07-06","passed","2026-07-06","","","",""
"","20160","기프티쇼 카테고리 및 필터 기능 확인","","2026-07-06","passed","2026-07-06","","","",""
"","1440","배송지 관리 확인","","2026-07-06","passed","2026-07-06","","","",""
"","14692","검색 추천구좌 상품 및 페이지 이동 확인","","2026-07-06","passed","2026-07-06","","","",""
"","12378","기프티쇼 > 상품 > 좋아요 추가 및 삭제 확인","","2026-07-06","passed","2026-07-06","","","",""
"","19249","GNB 메뉴별 화면 확인","","2026-07-06","passed","2026-07-06","","","",""
"","882","방송 알림 설정 확인","","2026-07-06","passed","2026-07-06","","","",""
"","840","기프티쇼 선물함 확인","","2026-07-06","passed","2026-07-06","","","",""
"","26349","상품 > 구매하기 주문서 페이지 이동 확인","","2026-07-06","passed","2026-07-06","","","",""
"","24460","독바 > ON AIR > 바로구매 > 장바구니 상품 추가 확인","","2026-07-06","passed","2026-07-06","","","",""
"","42775","일반 계정 로그인 확인","","2026-07-06","passed","2026-07-06","","","",""
"","1122","문의 내역 확인","","2026-07-06","passed","2026-07-06","","","",""
"","1105","거래 증빙 서류 신청/조회 확인","","2026-07-06","passed","2026-07-06","","","",""
"","11802","최근 본 상품 추천구좌 상품 및 페이지 이동 확인","","2026-07-06","passed","2026-07-06","","","",""
"","26031","상품 > 선물하기 주문서 페이지 이동 확인","","2026-07-06","passed","2026-07-06","","","",""
"","22744","혜택/이벤트 > 이달의 선물 페이지 이동 확인","","2026-07-06","failed","2026-07-06","","","",""
"","24142","독바 > ON AIR > 바로구매 > 선물하기 주문서 페이지 이동 확인","","2026-07-06","passed","2026-07-06","","","",""
"","12653","ON AIR > VOD 영상 재생 확인","","2026-07-06","passed","2026-07-06","","","",""
"","15802","편성표 > 방송알림 신청 및 등록 완료 확인","","2026-07-06","passed","2026-07-06","","","",""
"","14648","검색 후 상품 상세 페이지 이동 확인","","2026-07-06","passed","2026-07-06","","","",""
