"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20153","상품 > 구매하기 주문서 페이지 이동 확인","","2026-07-14","passed","2026-07-14","","","",""
"","847","간편 로그인 연결 확인","","2026-07-14","passed","2026-07-14","","","",""
"","11904","혜택/이벤트 > 멤버십 혜택 페이지 이동 확인","","2026-07-14","passed","2026-07-14","","","",""
"","18305","상품 > 좋아요 추가 및 삭제 확인","","2026-07-14","passed","2026-07-14","","","",""
"","15109","상품 > 상세정보 탭 노출 확인","","2026-07-14","passed","2026-07-14","","","",""
"","765","장바구니 확인","","2026-07-14","passed","2026-07-14","","","",""
"","22231","상품 > 장바구니 상품 추가 확인","","2026-07-14","passed","2026-07-14","","","",""
"","833","거래 증빙 서류 신청/조회 확인","","2026-07-14","passed","2026-07-14","","","",""
"","19115","GNB 메뉴별 화면 확인","","2026-07-14","passed","2026-07-14","","","",""
"","860","최근 본 상품 확인","","2026-07-14","passed","2026-07-14","","","",""
"","5234","혜택/이벤트 > 신규가입 혜택 페이지 이동 확인","","2026-07-14","passed","2026-07-14","","","",""
"","14269","기프티쇼 > 상품 > 좋아요 추가 및 삭제 확인","","2026-07-14","passed","2026-07-14","","","",""
"","11288","ON AIR > 현재 방송 중인 상품 정보 노출 확인","","2026-07-14","passed","2026-07-14","","","",""
"","14910","검색 추천구좌 상품 및 페이지 이동 확인","","2026-07-14","passed","2026-07-14","","","",""
"","15516","편성표 > 방송알림 신청 및 등록 완료 확인","","2026-07-14","passed","2026-07-14","","","",""
"","14919","상품 > 상품문의 탭 노출 확인","","2026-07-14","passed","2026-07-14","","","",""
"","17136","카테고리 추천구좌 상품 및 페이지 이동 확인","","2026-07-14","passed","2026-07-14","","","",""
"","982","좋아요 확인","","2026-07-14","passed","2026-07-14","","","",""
"","883","혜택 관리 확인","","2026-07-14","passed","2026-07-14","","","",""
"","793","환불 계좌 관리 확인","","2026-07-14","passed","2026-07-14","","","",""
"","12199","기프티쇼 GNB 메뉴별 화면 노출 확인","","2026-07-14","passed","2026-07-14","","","",""
"","12129","주문 내역 확인","","2026-07-14","passed","2026-07-14","","","",""
"","1003","방송 알림 설정 확인","","2026-07-14","passed","2026-07-14","","","",""
"","861","공지 사항 확인","","2026-07-14","passed","2026-07-14","","","",""
"","471","기프티쇼 > 상품 > 선물하기 > 결제 진행 및 상품 결제 페이지 이동 확인","","2026-07-14","passed","2026-07-14","","","",""
"","6682","ON AIR > VOD 영상 재생 확인","","2026-07-14","passed","2026-07-14","","","",""
"","849","기프티쇼 선물함 확인","","2026-07-14","passed","2026-07-14","","","",""
"","17724","ON AIR > 바로구매 > 장바구니 상품 추가 확인","","2026-07-14","passed","2026-07-14","","","",""
"","11651","기프티쇼 > 상품 > 나에게 보내기 주문서 이동 확인","","2026-07-14","passed","2026-07-14","","","",""
"","12572","기프티쇼 검색 후 상품 상세 페이지 이동 확인","","2026-07-14","passed","2026-07-14","","","",""
"","843","선물 메시지 관리 확인","","2026-07-14","passed","2026-07-14","","","",""
"","14083","상품 > 선물하기 주문서 페이지 이동 확인","","2026-07-14","passed","2026-07-14","","","",""
"","14069","상품(선택 후 뒤로가기) 추천구좌 상품 및 페이지 이동 확인","","2026-07-14","passed","2026-07-14","","","",""
"","11962","카테고리 정상 노출 및 필터 기능 확인","","2026-07-14","passed","2026-07-14","","","",""
"","813","알파포인트 확인","","2026-07-14","passed","2026-07-14","","","",""
"","1482","취소/교환/반품 내역 확인","","2026-07-14","passed","2026-07-14","","","",""
"","5216","편성표 > TV/TV+ 탭 > 지금 방송 중 상품 확인","","2026-07-14","passed","2026-07-14","","","",""
"","797","연락처 관리 확인","","2026-07-14","passed","2026-07-14","","","",""
"","846","1:1 문의하기 확인","","2026-07-14","passed","2026-07-14","","","",""
"","47761","일반 계정 로그인 확인","","2026-07-14","passed","2026-07-14","","","",""
"","18091","기프티쇼 > 상품 > 선물하기 주문서 이동 확인","","2026-07-14","passed","2026-07-14","","","",""
"","14280","검색 후 상품 상세 페이지 이동 확인","","2026-07-14","passed","2026-07-14","","","",""
"","957","이용권등록 확인","","2026-07-14","passed","2026-07-14","","","",""
"","854","자주하는 질문 확인","","2026-07-14","passed","2026-07-14","","","",""
"","1397","상품평 확인","","2026-07-14","passed","2026-07-14","","","",""
"","15216","최근 본 상품 추천구좌 상품 및 페이지 이동 확인","","2026-07-14","failed","2026-07-14","","","",""
"","16095","ON AIR > 바로구매 > 구매하기 주문서 페이지 이동 확인","","2026-07-14","passed","2026-07-14","","","",""
"","7618","독바 > ON AIR > 바로구매 > 선물하기 주문서 페이지 이동 확인","","2026-07-14","passed","2026-07-14","","","",""
"","900","문의 내역 확인","","2026-07-14","passed","2026-07-14","","","",""
"","17518","기프티쇼 > 상품 > 구매정보 탭 노출 확인","","2026-07-14","passed","2026-07-14","","","",""
"","22793","기프티쇼 카테고리 및 필터 기능 확인","","2026-07-14","passed","2026-07-14","","","",""
"","14777","상품 > 구매정보 탭 노출 확인","","2026-07-14","passed","2026-07-14","","","",""
