"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15928","기프티쇼 > 상품 > 나에게 보내기 주문서 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","14764","상품 추천구좌 상품 및 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","942","장바구니 확인","","2026-07-07","passed","2026-07-07","","","",""
"","908","간편 로그인 연결 확인","","2026-07-07","passed","2026-07-07","","","",""
"","8204","기프티쇼 > 상품 > 상세정보 탭 노출 확인","","2026-07-07","passed","2026-07-07","","","",""
"","14112","기프티쇼 > 상품 > 구매정보 탭 노출 확인","","2026-07-07","passed","2026-07-07","","","",""
"","903","공지 사항 확인","","2026-07-07","passed","2026-07-07","","","",""
"","13085","편성표 > 방송알림 신청 및 등록 완료 확인","","2026-07-07","passed","2026-07-07","","","",""
"","18793","기프티쇼 GNB 메뉴별 화면 노출 확인","","2026-07-07","passed","2026-07-07","","","",""
"","1252","좋아요 확인","","2026-07-07","passed","2026-07-07","","","",""
"","13285","기프티쇼 카테고리 및 필터 기능 확인","","2026-07-07","passed","2026-07-07","","","",""
"","592","기프티쇼 > 상품 > 선물하기 > 결제 진행 및 상품 결제 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","17033","ON AIR > 바로구매 > 장바구니 상품 추가 확인","","2026-07-07","passed","2026-07-07","","","",""
"","999","연락처 관리 확인","","2026-07-07","passed","2026-07-07","","","",""
"","1050","기프티쇼 > 상품 > 선물하기 > 기프티쇼 대표 번호로 보내기 확인","","2026-07-07","passed","2026-07-07","","","",""
"","961","문의 내역 확인","","2026-07-07","passed","2026-07-07","","","",""
"","14170","기프티쇼 검색 후 상품 상세 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","14910","상품 > 상세정보 탭 노출 확인","","2026-07-07","passed","2026-07-07","","","",""
"","905","자주하는 질문 확인","","2026-07-07","passed","2026-07-07","","","",""
"","1155","알파포인트 확인","","2026-07-07","passed","2026-07-07","","","",""
"","986","방송 알림 설정 확인","","2026-07-07","passed","2026-07-07","","","",""
"","18348","상품 > 좋아요 추가 및 삭제 확인","","2026-07-07","passed","2026-07-07","","","",""
"","1743","상품평 확인","","2026-07-07","passed","2026-07-07","","","",""
"","16710","카테고리 추천구좌 상품 및 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","15072","상품 > 상품평 탭 노출 확인","","2026-07-07","passed","2026-07-07","","","",""
"","28276","상품 > 장바구니 상품 추가 확인","","2026-07-07","passed","2026-07-07","","","",""
"","14960","기프티쇼 > 상품 > 선물하기 주문서 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","12188","혜택/이벤트 > 신규가입 혜택 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","1070","거래 증빙 서류 신청/조회 확인","","2026-07-07","passed","2026-07-07","","","",""
"","15021","상품 > 상품문의 탭 노출 확인","","2026-07-07","passed","2026-07-07","","","",""
"","987","배송지 관리 확인","","2026-07-07","passed","2026-07-07","","","",""
"","892","최근 본 상품 확인","","2026-07-07","passed","2026-07-07","","","",""
"","14151","독바 > ON AIR > 바로구매 > 구매하기 주문서 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","1048","기프티쇼 선물함 확인","","2026-07-07","passed","2026-07-07","","","",""
"","44580","일반 계정 로그인 확인","","2026-07-07","passed","2026-07-07","","","",""
"","14729","독바 > ON AIR > 바로구매 > 선물하기 주문서 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","15248","독바 > ON AIR > 바로구매 > 장바구니 상품 추가 확인","","2026-07-07","passed","2026-07-07","","","",""
"","1541","취소/교환/반품 내역 확인","","2026-07-07","passed","2026-07-07","","","",""
"","6047","주문 내역 확인","","2026-07-07","passed","2026-07-07","","","",""
"","876","1:1 문의하기 확인","","2026-07-07","passed","2026-07-07","","","",""
"","1386","선물 메시지 관리 확인","","2026-07-07","passed","2026-07-07","","","",""
"","14283","검색 추천구좌 상품 및 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","102","기프티쇼 > 상품 > 선물하기 > 내 번호로 보내기 확인","","2026-07-07","passed","2026-07-07","","","",""
"","14569","상품 > 구매정보 탭 노출 확인","","2026-07-07","passed","2026-07-07","","","",""
"","7538","검색 후 상품 상세 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","12146","혜택/이벤트 > 멤버십 혜택 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","18910","GNB 메뉴별 화면 확인","","2026-07-07","passed","2026-07-07","","","",""
"","15602","ON AIR > 바로구매 > 구매하기 주문서 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","16000","ON AIR > 바로구매 > 선물하기 주문서 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","25572","상품 > 구매하기 주문서 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","1037","혜택 관리 확인","","2026-07-07","passed","2026-07-07","","","",""
"","11842","혜택/이벤트 > 수신동의 쿠폰팩 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","12111","혜택/이벤트 > 이달의 선물 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","72036","임의 상품 상세 > 구매하기 > 일반 계정 로그인 확인","","2026-07-07","passed","2026-07-07","","","",""
"","18355","기프티쇼 > 상품 > 좋아요 추가 및 삭제 확인","","2026-07-07","passed","2026-07-07","","","",""
"","15958","묶음 배송 추천구좌 상품 및 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","25910","상품 > 선물하기 주문서 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","1095","환불 계좌 관리 확인","","2026-07-07","passed","2026-07-07","","","",""
"","11423","ON AIR > 현재 방송 중인 상품 정보 노출 확인","","2026-07-07","passed","2026-07-07","","","",""
"","18871","카테고리 정상 노출 및 필터 기능 확인","","2026-07-07","passed","2026-07-07","","","",""
"","980","잔액형 상품권 내역 확인","","2026-07-07","passed","2026-07-07","","","",""
"","11575","최근 본 상품 추천구좌 상품 및 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","20236","상품 추천구좌 상품 및 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","11790","편성표 > TV/TV+ 탭 > 지금 방송 중 상품 확인","","2026-07-07","passed","2026-07-07","","","",""
"","237","기프티쇼 > 상품 > 선물하기 > 받는 사람 확인","","2026-07-07","passed","2026-07-07","","","",""
"","21976","회원 정보 수정 확인","","2026-07-07","passed","2026-07-07","","","",""
"","12275","ON AIR > VOD 영상 재생 확인","","2026-07-07","passed","2026-07-07","","","",""
"","547","장바구니 추천구좌 상품 및 페이지 이동 확인","","2026-07-07","passed","2026-07-07","","","",""
"","911","이용권등록 확인","","2026-07-07","passed","2026-07-07","","","",""
